PROVINCIA,EMPLEADOS,VENTAS,ENDEUDAMIENTO_CORTO_PLAZO,FONDO_MANIOBRA,FONDOS_PROPIOS,ScoreBinario,DummieConcursoAcreedores,DummieReclamaciones,DummieIncidencias,AñosConstitucion,CNAE_Categorias,$T-Bietápico,$O-Anomaly
MALAGA,1.000,0.000,903914.540,-902316.090,-713386.310,0,0,0,0,25.000,18,clúster-6,F
MADRID,6.000,180226.360,17374.420,413355.380,424467.050,0,0,0,0,29.000,19,clúster-5,F
CASTELLON,5.000,300278.000,39635.080,361359.830,398749.650,0,0,0,0,27.000,8,clúster-6,F
BARCELONA,3.000,133516.750,2064983.140,3408324.230,28607115.770,0,0,0,0,23.000,6,clúster-7,F
BARCELONA,1.000,64952.580,2064441.560,-2007632.870,3120786.120,0,0,0,0,29.000,12,clúster-5,F
JAEN,2.000,1279309.950,360553.950,10742.220,88133.550,0,0,0,0,13.000,7,clúster-3,F
BIZKAIA,20.000,1197729.870,93694.870,308550.290,401076.010,0,0,0,0,24.000,3,clúster-6,F
CADIZ,12.000,384091.250,67020.770,-59664.910,3052.290,0,0,0,0,24.000,8,clúster-6,F
BARCELONA,4.000,435517.500,57184.970,-23831.950,-8859.670,0,0,0,0,23.000,9,clúster-7,F
ASTURIAS,1.000,485222.700,232057.290,32133.150,62398.330,0,0,0,0,22.000,3,clúster-7,F
SANTA CRUZ DE TENERIFE,19.000,2117818.200,677285.560,169017.160,514489.210,0,0,0,0,21.000,7,clúster-8,F
CIUDAD REAL,1.000,65000.000,151331.210,352284.620,873154.850,0,0,0,0,27.000,6,clúster-6,F
CACERES,2.000,0.000,130134.310,57082.950,36938.580,0,0,0,0,28.000,3,clúster-5,F
VALENCIA,1.000,45114.670,39825.010,16487.250,33439.540,0,0,0,0,16.000,3,clúster-4,F
MADRID,7.000,1387371.810,492793.720,822349.290,1040894.490,0,0,0,0,37.000,3,clúster-5,F
ZARAGOZA,3.000,997613.160,246398.070,153651.820,115991.170,0,0,0,0,36.000,7,clúster-5,F
BURGOS,20.000,11280.000,783064.030,324369.990,6603914.790,0,0,0,0,19.000,6,clúster-8,F
GIPUZKOA,3.000,625528.940,241646.340,224112.170,263394.790,0,0,0,0,26.000,7,clúster-6,F
BIZKAIA,4.000,429252.820,63406.150,64744.260,190435.570,0,0,0,0,23.000,6,clúster-7,F
BIZKAIA,6.000,751088.520,417296.660,196094.110,312226.320,0,0,0,0,39.000,7,clúster-5,F
ALICANTE,14.000,423558.840,128576.130,-65096.550,34563.850,0,0,0,0,27.000,3,clúster-6,F
CORUÑA (A),50.000,2028058.830,805285.950,454278.030,334485.710,0,0,0,0,14.000,14,clúster-3,F
ALICANTE,4.000,514920.900,116981.380,55894.270,167328.020,0,0,0,0,24.000,7,clúster-6,F
BADAJOZ,5.000,228923.590,440433.560,206734.190,184990.780,1,0,1,0,16.000,3,clúster-4,T
VALENCIA,1.000,0.000,1801670.280,-54840.390,-15499.010,1,0,1,1,17.000,3,clúster-4,T
MALAGA,3.000,400621.850,99482.770,143976.200,145447.430,0,0,0,0,24.000,7,clúster-6,F
VALENCIA,20.000,1846170.470,664574.280,-107604.760,120332.890,0,0,0,0,35.000,7,clúster-5,F
MALAGA,1.000,22418.070,1594.230,41381.360,47639.450,0,0,0,0,23.000,7,clúster-7,F
ARABA,2.000,576061.900,205078.190,95595.100,92073.230,0,0,0,0,16.000,6,clúster-4,F
VALENCIA,24.000,1385740.720,154322.790,930675.710,3321279.950,0,0,0,0,31.000,3,clúster-5,F
OURENSE,2.000,0.000,448950.560,7724500.070,13506497.800,0,0,0,0,29.000,6,clúster-5,F
BIZKAIA,4.000,184450.860,124758.920,-86763.040,-35359.940,0,0,0,0,26.000,19,clúster-6,F
AVILA,2.000,114786.780,842136.810,-103187.650,117127.890,0,0,0,0,22.000,7,clúster-7,F
MADRID,4.000,243506.970,177610.830,-39714.570,104290.270,0,0,0,0,30.000,3,clúster-5,F
SEVILLA,10.000,15831501.390,2528279.410,1199233.300,1845301.680,0,0,0,0,18.000,7,clúster-4,F
CASTELLON,3.000,109428.820,248048.930,-223734.050,-191266.450,0,0,0,0,24.000,6,clúster-6,F
MADRID,3.000,362754.740,110565.520,-47694.160,-28923.050,0,0,0,0,21.000,18,clúster-8,F
AVILA,5.000,1884211.680,270779.090,413594.790,869036.880,0,0,0,0,26.000,7,clúster-6,F
BIZKAIA,16.000,1526279.000,465070.850,163482.200,687775.660,0,0,0,0,14.000,6,clúster-3,F
LLEIDA,1.000,143249.620,2577.740,135141.990,283650.180,0,0,0,0,22.000,18,clúster-7,F
GIPUZKOA,9.000,1419996.500,318757.350,317190.600,358153.200,0,0,0,0,29.000,3,clúster-5,F
VALENCIA,8.000,1450114.580,189155.460,1307608.710,1402066.150,0,0,0,0,40.000,7,clúster-5,F
CORUÑA (A),4.000,341944.550,61188.930,69339.650,60331.650,0,0,0,0,25.000,7,clúster-6,F
ASTURIAS,4.000,292793.650,153258.450,2536.610,136731.230,0,0,0,0,25.000,6,clúster-6,F
ASTURIAS,5.000,205195.100,94246.270,209652.390,290695.690,0,0,0,0,21.000,7,clúster-8,F
MALAGA,1.000,16169.710,16030.910,943349.010,1936827.730,0,0,0,0,44.000,14,clúster-5,F
JAEN,1.000,278012.360,117040.040,-15205.890,18395.480,0,0,0,0,25.000,6,clúster-6,F
AVILA,28.000,1061887.320,497348.200,58561.890,655977.390,0,0,0,0,22.000,17,clúster-7,F
ASTURIAS,4.000,690836.940,101633.770,21285.570,31344.630,0,0,0,0,26.000,7,clúster-6,F
CORUÑA (A),2.000,408245.550,20483.610,56465.250,87061.310,0,0,0,0,21.000,3,clúster-8,F
BIZKAIA,3.000,154729.010,1048545.970,-652716.570,7270333.460,0,0,0,0,21.000,19,clúster-8,F
MADRID,170.000,26980000.000,7092000.000,-1437000.000,94062000.000,0,0,0,0,29.000,3,clúster-5,F
GIPUZKOA,3.000,215872.710,58204.050,-28141.250,22103.850,0,0,0,0,29.000,7,clúster-5,F
BIZKAIA,1.000,0.000,5993.590,528641.410,479121.910,0,0,0,0,29.000,12,clúster-5,F
CORUÑA (A),4.000,358749.100,41933.300,-5466.670,4043.270,0,0,0,0,24.000,3,clúster-6,F
BARCELONA,11.000,3012218.980,1078707.110,1413350.640,1537101.520,0,0,0,0,39.000,7,clúster-5,F
CACERES,9.000,535121.960,147311.330,322245.360,1505886.340,0,0,0,0,30.000,7,clúster-5,F
BIZKAIA,1.000,4047986.220,2689717.570,2441029.720,34353581.760,0,0,0,0,22.000,12,clúster-7,F
BIZKAIA,3.000,166293.760,39836.000,100975.690,4096.360,0,0,0,0,15.000,3,clúster-3,F
BARCELONA,1.000,1203563.840,388322.790,-339220.590,-13704.900,0,0,0,0,29.000,14,clúster-5,F
ZARAGOZA,1.000,1070579.370,137528.980,246420.360,248897.380,0,0,0,0,29.000,7,clúster-5,F
CACERES,19.000,843134.130,1812136.130,-1618912.670,701291.750,0,0,0,0,34.000,9,clúster-5,F
BARCELONA,65.000,27451635.000,5432644.000,3497428.000,2999331.000,0,0,0,0,35.000,7,clúster-5,F
TARRAGONA,3.000,238263.590,240719.540,-138639.010,1281269.530,0,0,0,0,26.000,12,clúster-6,F
BARCELONA,2.000,2473840.210,735474.530,132178.140,138657.510,0,0,0,0,29.000,7,clúster-5,F
GIPUZKOA,10.000,2242525.990,525625.710,991731.390,1358790.860,0,0,0,0,38.000,7,clúster-5,F
ALICANTE,3.000,270684.000,765468.120,115288.000,3130745.550,0,0,0,0,29.000,6,clúster-5,F
CIUDAD REAL,1.000,57068.420,27176.720,-20.420,12795.020,0,0,0,0,29.000,7,clúster-5,F
CORUÑA (A),2.000,88502.360,109184.390,-107850.240,36396.340,0,0,0,0,23.000,3,clúster-7,F
BARCELONA,24.000,1139617.000,122571293.000,-117416523.000,-6263044.000,0,0,0,0,29.000,13,clúster-5,F
MADRID,505.000,369143000.000,193325000.000,88692000.000,470143000.000,0,0,0,0,29.000,3,clúster-5,F
BARCELONA,6.000,304360.810,33609.150,33717.450,86975.380,0,0,0,0,19.000,7,clúster-8,F
OURENSE,2.000,244347.940,271942.560,-17407.680,77541.420,1,0,1,0,29.000,2,clúster-5,T
SEVILLA,46.000,19870000.000,5890000.000,12524000.000,180470000.000,0,0,0,0,37.000,12,clúster-5,F
BARCELONA,4.000,2510692.210,652222.540,95503.200,103664.540,0,0,0,0,21.000,7,clúster-8,F
CORUÑA (A),1.000,298010.960,141685.850,-69099.110,-37946.870,0,0,0,0,24.000,6,clúster-6,F
ASTURIAS,13.000,573224.390,454830.990,-423650.580,1689611.220,0,0,0,0,29.000,9,clúster-5,F
ASTURIAS,2.000,245352.160,207937.150,-173459.420,83482.400,0,0,0,0,27.000,7,clúster-6,F
ASTURIAS,31.000,2082257.990,125242.610,1010809.440,770996.510,0,0,0,0,34.000,6,clúster-5,F
CASTELLON,13.000,745427.660,167645.710,-85957.110,105380.690,0,0,0,0,27.000,9,clúster-6,F
OURENSE,1.000,111782.620,344437.100,-247884.800,318721.970,0,0,0,0,19.000,14,clúster-8,F
BIZKAIA,7.000,1124908.600,91691.320,63678.500,91784.450,0,0,0,0,29.000,10,clúster-5,F
GIRONA,10.000,4677643.230,565748.530,455836.590,668266.930,0,0,0,0,29.000,7,clúster-5,F
CORUÑA (A),6.000,1056752.670,200947.640,469470.260,759773.780,0,0,0,0,39.000,7,clúster-5,F
ALICANTE,9.000,708004.600,248636.640,356032.690,501401.010,0,0,0,0,25.000,7,clúster-6,F
OURENSE,1.000,1092423.990,642391.460,2723586.130,1540748.670,0,0,0,0,23.000,6,clúster-7,F
CACERES,4.000,342659.930,41141.720,536438.960,3191613.090,0,0,0,0,29.000,1,clúster-5,F
ZARAGOZA,10.000,730453.310,216563.560,72667.830,96111.210,0,0,0,0,23.000,3,clúster-7,F
BARCELONA,1.000,305961.950,34370.650,219814.420,269047.420,0,0,0,0,20.000,3,clúster-8,F
ZARAGOZA,7.000,712556.650,476180.570,930052.180,548918.690,1,0,1,0,31.000,7,clúster-5,T
ZARAGOZA,2.000,134659.580,47909.660,1419555.840,2347749.090,0,0,0,0,29.000,12,clúster-5,F
BARCELONA,2.000,253994.280,185959.590,13213.470,160402.650,0,0,0,0,22.000,7,clúster-7,F
ZARAGOZA,23.000,762381.250,257739.800,-62149.850,456488.410,0,0,0,0,17.000,3,clúster-4,F
AVILA,3.000,89022.930,162068.550,13327.900,-94897.470,0,0,0,0,21.000,6,clúster-8,F
ZARAGOZA,4.000,226001.200,16127.000,224740.850,552779.860,0,0,0,0,30.000,3,clúster-5,F
MALAGA,80.000,5531965.060,1355130.680,1044848.650,2931545.080,0,0,0,0,39.000,16,clúster-5,F
CADIZ,10.000,57237.380,147357.140,39252.340,392680.780,0,0,0,0,32.000,7,clúster-5,F
MALAGA,6.000,186914.370,348546.530,-313089.410,-327064.750,0,0,0,0,23.000,9,clúster-7,F
BIZKAIA,11.000,684501.900,316221.140,-100001.050,121434.360,0,0,0,0,23.000,8,clúster-7,F
TOLEDO,9.000,1407491.520,605808.440,173890.040,945977.790,0,0,0,0,25.000,7,clúster-6,F
PONTEVEDRA,11.000,910924.500,287032.890,233312.480,387744.470,0,0,0,0,33.000,3,clúster-5,F
ALICANTE,4.000,208264.950,352244.500,-197383.120,24469.850,0,0,0,0,26.000,3,clúster-6,F
MADRID,4.000,368050.590,76585.200,98710.430,112848.050,0,0,0,0,26.000,3,clúster-6,F
LAS PALMAS,1.000,438418.070,194769.740,19407.370,-83598.460,0,0,0,0,21.000,8,clúster-8,F
LAS PALMAS,2.000,108975.910,58963.510,-28251.080,-24166.320,0,0,0,0,17.000,7,clúster-4,F
ALMERIA,16.000,3878448.210,1198565.600,668013.720,10629221.840,0,0,0,0,21.000,7,clúster-8,F
ALICANTE,20.000,867465.000,95642.700,191254.290,407350.200,0,0,0,0,18.000,3,clúster-4,F
MADRID,1.000,186530.250,813468.350,835734.320,1796766.950,0,0,0,0,29.000,17,clúster-5,F
NAVARRA,5.000,526891.600,55915.150,94722.950,520190.550,0,0,0,0,29.000,3,clúster-5,F
VALENCIA,4.000,57950.620,1881118.530,1921821.570,1718652.930,0,0,0,0,33.000,6,clúster-5,F
MADRID,91.000,5568229.650,3019453.420,-1046727.680,733658.300,0,0,0,0,17.000,11,clúster-4,F
MURCIA,5.000,353356.320,38826.760,88352.470,113985.770,0,0,0,0,26.000,3,clúster-6,F
LLEIDA,31.000,2886057.060,2051166.820,743130.310,1371776.860,0,0,0,0,27.000,3,clúster-6,F
ALICANTE,3.000,2950382.620,631370.730,622798.910,251119.070,0,0,0,0,20.000,7,clúster-8,F
VALENCIA,2.000,163344.660,136518.570,-66343.150,238752.400,0,0,0,0,27.000,6,clúster-6,F
MADRID,4.000,694915.880,257267.960,410842.690,328355.960,0,0,0,0,34.000,6,clúster-5,F
ILLES BALEARS,1.000,0.000,71440.750,-60577.060,530826.800,0,0,1,0,25.000,12,clúster-6,F
ZARAGOZA,1.000,32904.440,106995.180,-25367.430,7332.260,0,0,0,0,19.000,3,clúster-8,F
BIZKAIA,1.000,60000.000,148616.140,1435314.800,4098250.530,0,0,0,0,29.000,13,clúster-5,F
GIRONA,7.000,1801155.810,490116.390,356951.810,223791.630,0,0,0,0,43.000,7,clúster-5,F
ZAMORA,7.000,1088146.700,239780.670,632660.220,1975753.750,0,0,0,0,23.000,7,clúster-7,F
ALICANTE,2.000,273748.560,159622.640,23493.410,199468.520,0,0,0,0,27.000,7,clúster-6,F
MADRID,3.000,124350.280,55185.130,17182.990,51609.990,1,0,0,0,24.000,19,clúster-6,F
SANTA CRUZ DE TENERIFE,6.000,437558.180,98122.250,174157.410,166331.130,0,0,0,0,22.000,8,clúster-7,F
ALICANTE,3.000,89610.190,171944.410,-13302.830,18806.740,0,0,0,0,26.000,7,clúster-6,F
ALICANTE,11.000,765835.200,118960.170,291900.160,227244.850,0,0,0,0,25.000,7,clúster-6,F
VALLADOLID,4.000,99007.430,114172.250,917687.340,2185463.390,0,0,0,0,44.000,3,clúster-5,F
BIZKAIA,4.000,891678.430,214622.760,45063.540,53198.210,1,0,0,0,34.000,7,clúster-5,F
BARCELONA,5.000,980760.180,285433.340,24239.080,263907.970,0,0,0,0,28.000,7,clúster-5,F
CORUÑA (A),3.000,341979.640,29416.780,256937.840,386681.000,0,0,0,0,20.000,14,clúster-8,F
MADRID,40.000,4013887.050,987722.490,108626.550,1848971.200,0,0,0,0,29.000,8,clúster-5,F
GIRONA,1.000,44755.790,9868.400,16051.360,16676.280,0,0,0,0,26.000,13,clúster-6,F
CADIZ,4.000,459834.850,236813.510,315311.580,386652.730,0,0,0,0,29.000,3,clúster-5,F
BARCELONA,1.000,0.000,2884.520,-1685.810,59748.710,0,0,0,0,31.000,6,clúster-5,F
CORUÑA (A),3.000,323909.500,89486.550,-15869.710,40295.700,1,0,0,0,24.000,3,clúster-6,F
VALLADOLID,1.000,0.000,47521.650,88560.080,2457120.580,0,0,0,0,29.000,12,clúster-5,F
BIZKAIA,80.000,15016693.000,3451690.000,1934524.000,4218964.000,0,0,0,0,15.000,17,clúster-3,F
ALBACETE,8.000,162826.970,589039.160,-335102.060,12778.730,0,0,0,0,14.000,3,clúster-3,F
MALAGA,1.000,83.040,547905.810,-554008.920,1001534.770,0,0,0,0,20.000,12,clúster-8,F
ASTURIAS,1.000,306618.510,49299.010,134529.800,119529.800,0,0,0,0,31.000,7,clúster-5,F
MADRID,2.000,2600215.840,2900408.990,-2333548.200,-2329306.630,0,0,0,0,22.000,6,clúster-7,F
BARCELONA,1.000,126964.630,169419.060,-50837.560,-71409.030,0,0,0,0,22.000,13,clúster-7,F
MALAGA,4.000,181088.060,78986.290,21483.830,24368.600,0,0,0,0,24.000,6,clúster-6,F
BARCELONA,2.000,717058.470,436076.910,-50626.790,2075.110,0,0,0,0,25.000,1,clúster-6,F
MURCIA,3.000,701913.920,149752.020,11672.880,382277.800,0,0,0,0,23.000,7,clúster-7,F
MALAGA,2.000,210083.660,5870909.360,-5547014.170,18993735.150,0,0,0,0,29.000,12,clúster-5,F
MURCIA,0.000,58218.290,119644.860,-59333.120,-35017.290,0,0,0,0,25.000,3,clúster-6,F
MURCIA,7.000,363772.940,105175.980,72896.340,96309.140,0,0,0,0,24.000,6,clúster-6,F
ALICANTE,1.000,28471.960,-12885.720,68390.830,114239.280,0,0,0,0,29.000,7,clúster-5,F
GRANADA,3.000,551064.360,142304.590,257787.780,806834.520,0,0,0,0,28.000,12,clúster-5,F
PONTEVEDRA,23.000,2424182.580,371383.280,1201301.220,1566718.390,0,0,0,0,34.000,3,clúster-5,F
MALAGA,8.000,761608.650,175001.030,769132.800,888680.980,0,0,0,0,41.000,7,clúster-5,F
BARCELONA,12.000,2574185.130,1025003.480,39119.340,70709.980,0,0,0,0,25.000,8,clúster-6,F
BIZKAIA,31.000,3118261.610,796012.610,131054.030,317415.460,0,0,0,0,31.000,8,clúster-5,F
ALICANTE,11.000,746219.310,204829.810,141613.790,302124.620,0,0,1,0,24.000,3,clúster-6,F
SANTA CRUZ DE TENERIFE,0.000,3411.400,3345.940,115626.770,352839.710,0,0,0,0,20.000,1,clúster-8,F
BURGOS,5.000,159009.510,23482.690,-6545.450,-10248.970,0,0,0,0,22.000,16,clúster-7,F
BARCELONA,2.000,112466.000,38143.040,-5934.290,8553.260,0,0,0,0,31.000,7,clúster-5,F
BARCELONA,3.000,150356.310,399019.700,-232245.810,-132819.460,0,0,0,0,29.000,7,clúster-5,F
MADRID,6.000,804330.700,427061.440,230775.380,283530.940,0,0,0,0,31.000,11,clúster-5,F
TARRAGONA,0.000,64161.650,8230.920,143766.350,282016.310,0,0,0,0,17.000,3,clúster-4,F
VALENCIA,2.000,197598.750,33952.220,135853.520,385739.770,0,0,0,0,18.000,7,clúster-4,F
BIZKAIA,4.000,527097.140,260685.030,80766.580,489308.150,0,0,0,0,36.000,11,clúster-5,F
GIRONA,4.000,482331.570,50065.520,282126.220,493609.320,0,0,0,0,27.000,7,clúster-6,F
SANTA CRUZ DE TENERIFE,24.000,1885871.070,965243.030,723056.210,13940795.220,0,0,0,0,20.000,18,clúster-8,F
SANTA CRUZ DE TENERIFE,3.000,90148.960,204879.610,-79087.260,145689.430,0,0,0,0,33.000,14,clúster-5,F
GRANADA,1.000,0.000,24213.020,537695.010,840313.840,0,0,0,0,29.000,12,clúster-5,F
MALAGA,4.000,171175.550,86615.190,-70820.360,190098.900,0,0,0,0,29.000,14,clúster-5,F
MALAGA,4.000,166237.920,510342.460,-521489.050,4297.560,1,0,0,0,25.000,14,clúster-6,F
GRANADA,7.000,1498973.090,879444.540,338629.150,614012.620,0,0,0,0,34.000,7,clúster-5,F
BIZKAIA,3.000,274267.170,53159.110,65634.980,67989.920,0,0,0,0,28.000,7,clúster-5,F
MADRID,1.000,41860.340,48189.080,311418.570,374538.550,0,0,0,0,29.000,13,clúster-5,F
No Disponible,1.000,0.000,70248.220,-47790.650,490243.020,0,0,0,0,28.000,12,clúster-5,F
BARCELONA,21.000,3119593.620,1250589.690,135280.720,288743.440,0,0,0,0,27.000,8,clúster-6,F
MADRID,4.000,605412.990,106697.610,804067.940,1273364.360,0,0,0,0,25.000,13,clúster-6,F
BARCELONA,3.000,102273.570,212363.010,-64726.330,34518.400,0,0,0,0,17.000,3,clúster-4,F
ZAMORA,2.000,41096.350,181839.750,50135.700,91184.290,0,0,0,0,23.000,3,clúster-7,F
BARCELONA,1.000,340051.550,53210.180,750298.400,3451393.400,0,0,0,0,29.000,13,clúster-5,F
LLEIDA,1.000,56165.700,8285.570,163972.870,252599.190,0,0,0,0,29.000,1,clúster-5,F
VALENCIA,1.000,833927.200,304225.610,-12702.590,3010.000,0,0,0,0,19.000,7,clúster-8,F
GIRONA,1.000,0.000,9535.750,359670.170,352802.620,0,0,0,0,26.000,12,clúster-6,F
BIZKAIA,1.000,172810.950,23752.150,57089.200,57194.100,0,0,0,0,23.000,7,clúster-7,F
GIRONA,10.000,1254814.570,252510.540,364355.000,600049.570,0,0,0,0,52.000,6,clúster-5,F
SANTA CRUZ DE TENERIFE,10.000,2824448.310,585403.410,1175489.950,1729979.200,0,0,0,0,29.000,7,clúster-5,F
GIRONA,2.000,103092.580,67080.190,137839.340,652003.480,0,0,0,0,22.000,18,clúster-7,F
BIZKAIA,2.000,71692.190,36784.850,2716.060,46040.070,0,0,0,0,23.000,6,clúster-7,F
BIZKAIA,5.000,334192.830,97278.300,2234.790,6111.960,0,0,0,0,22.000,7,clúster-7,F
MADRID,2.000,3284678.000,2647994.000,1244332.000,591241.000,0,0,0,0,13.000,3,clúster-3,F
BARCELONA,1.000,397724.150,13738.490,24094.150,56160.470,0,0,0,0,29.000,7,clúster-5,F
MADRID,1.000,0.000,16316.010,145833.930,533911.210,0,0,0,0,29.000,7,clúster-5,F
BARCELONA,19.000,873512.830,86262.500,215760.400,789793.030,0,0,0,0,118.000,8,clúster-5,T
BIZKAIA,6.000,2421516.140,830392.670,-11410.940,130774.880,0,0,0,0,37.000,7,clúster-5,F
MADRID,44.000,4528161.910,695692.580,1514279.090,398774.950,0,0,0,0,28.000,8,clúster-5,F
BARCELONA,27.000,3188051.230,1746481.090,456947.700,943572.390,0,0,0,0,22.000,6,clúster-7,F
BARCELONA,35.000,1999822.710,457792.240,167292.070,249997.910,0,0,0,0,31.000,6,clúster-5,F
ZARAGOZA,2.000,217117.650,325543.790,-67773.790,568643.860,0,0,0,0,14.000,7,clúster-3,F
CORUÑA (A),1.000,16157.020,212345.440,-211045.390,-173562.930,1,0,0,0,21.000,10,clúster-8,F
TOLEDO,11.000,1567847.650,741220.830,96384.730,14277.240,0,0,0,0,28.000,3,clúster-5,F
ZARAGOZA,2.000,43356.010,4511.160,27440.700,227440.700,0,0,0,0,21.000,11,clúster-8,F
BARCELONA,9.000,1808669.500,559967.030,68977.460,74785.650,0,0,0,0,24.000,7,clúster-6,F
MADRID,12.000,1266550.810,424692.330,225583.600,381437.760,0,0,0,0,33.000,3,clúster-5,F
ALICANTE,2.000,303533.740,96485.670,78806.750,86297.140,0,0,0,0,25.000,3,clúster-6,F
ALICANTE,13.000,1442853.880,360010.410,14956.340,1294324.000,0,0,0,0,29.000,7,clúster-5,F
BARCELONA,4.000,169068.820,56763.070,8645.080,19706.330,0,0,0,0,24.000,6,clúster-6,F
BURGOS,4.000,364320.210,200024.990,46634.760,65949.650,0,0,0,0,28.000,7,clúster-5,F
BURGOS,6.000,588846.840,254704.440,8860.700,71494.530,0,0,0,0,29.000,7,clúster-5,F
ASTURIAS,2.000,246842.170,13603.370,9215.810,25670.390,0,0,0,0,22.000,7,clúster-7,F
MURCIA,1.000,0.000,182890.320,-152601.030,679793.730,0,0,0,0,26.000,12,clúster-6,F
BARCELONA,27.000,434623.210,37973.200,-1584.560,65397.940,0,0,0,0,13.000,9,clúster-3,F
BARCELONA,7.000,930033.550,980168.130,-209201.870,660511.410,1,0,0,0,37.000,7,clúster-5,F
BARCELONA,1.000,0.000,20126.720,-15828.560,-325944.350,0,0,0,0,24.000,9,clúster-6,F
BARCELONA,2.000,168447.440,68948.170,10355.920,196723.490,0,0,0,0,31.000,7,clúster-5,F
ZARAGOZA,0.000,72007.420,10059.620,-7968.100,5231.990,0,0,0,0,29.000,18,clúster-5,F
MALAGA,5.000,319475.170,817274.340,-166302.920,-155783.770,0,0,0,0,28.000,7,clúster-5,F
MALAGA,0.000,141585.160,12739.390,47347.250,62367.930,0,0,0,0,16.000,10,clúster-4,F
MURCIA,1.000,99697.350,45095.490,259818.640,1343513.200,0,0,0,0,29.000,3,clúster-5,F
MADRID,100.000,21475000.000,944947000.000,-517591000.000,-430175000.000,0,0,0,0,47.000,10,-1,T
MADRID,7.000,1867493.190,295542.610,36139.600,191210.620,0,0,0,0,33.000,7,clúster-5,F
ZAMORA,2.000,96916.240,119521.570,7948.520,25221.370,0,0,0,0,24.000,6,clúster-6,F
TARRAGONA,5.000,396381.470,174507.460,165986.230,107123.740,0,0,0,0,44.000,7,clúster-5,F
ZARAGOZA,5.000,383914.550,55544.010,1643.300,26871.360,0,0,0,0,34.000,9,clúster-5,F
MADRID,1.000,0.000,158307.550,7283.730,1677135.580,0,0,0,0,29.000,12,clúster-5,F
JAEN,15.000,2936099.840,1200904.210,1056583.780,1331324.260,0,0,0,0,31.000,3,clúster-5,F
VALENCIA,7.000,1075945.070,499845.200,93177.720,126583.730,0,0,0,0,77.000,3,clúster-5,F
MALAGA,11.000,677688.070,33302.360,458075.780,910287.760,0,0,0,0,26.000,8,clúster-6,F
ASTURIAS,3.000,312597.280,39028.320,228323.820,268561.090,0,0,0,0,21.000,7,clúster-8,F
GIRONA,1.000,0.000,180274.000,-23294.000,-23078.660,0,0,0,0,29.000,7,clúster-5,F
BARCELONA,2.000,3332519.120,375099.120,7433884.590,6899231.710,0,0,0,0,31.000,6,clúster-5,F
SALAMANCA,249.000,3678693.210,1983240.830,-1920399.540,26020.470,0,0,0,0,14.000,17,clúster-3,F
ZARAGOZA,1.000,50329.780,69487.830,-69196.570,-10858.310,0,0,0,0,20.000,9,clúster-8,F
MALAGA,1.000,303641.420,55158.800,23612.490,-78408.400,0,0,0,0,25.000,8,clúster-6,F
GIRONA,7.000,2521112.100,844011.150,377608.760,1122316.650,0,0,0,0,26.000,7,clúster-6,F
MURCIA,2.000,725727.210,122581.440,159868.560,225080.660,0,0,0,0,23.000,7,clúster-7,F
JAEN,1.000,50054.370,6604.890,-60202.450,-13942.560,0,0,0,0,21.000,6,clúster-8,F
BARCELONA,7.000,835422.610,171430.960,1605893.430,1708934.700,0,0,0,0,27.000,6,clúster-6,F
SEVILLA,1.000,135192.760,145767.120,-87154.870,-80198.760,0,0,0,0,29.000,3,clúster-5,F
ALBACETE,0.000,28396.800,41021.600,75039.740,147771.190,0,0,0,0,16.000,1,clúster-4,F
NAVARRA,1.000,0.000,317922.520,1990612.130,6654520.440,0,0,0,0,21.000,8,clúster-8,F
CORDOBA,25.000,3157715.880,611637.920,1204440.410,2604563.230,0,0,0,0,29.000,3,clúster-5,F
BURGOS,23.000,1853841.470,677576.720,241795.770,276756.510,0,0,0,0,51.000,7,clúster-5,F
ASTURIAS,69.000,1917427.690,267568.600,473192.820,1189155.850,1,0,0,0,29.000,3,clúster-5,F
BARCELONA,14.000,6761642.290,3459992.880,-222123.830,-2276086.390,0,0,0,0,17.000,7,clúster-4,F
PONTEVEDRA,2.000,870226.960,278730.490,-32759.260,37679.860,0,0,0,0,26.000,7,clúster-6,F
NAVARRA,27.000,2026015.740,1028131.350,345886.750,309150.910,0,0,0,0,32.000,6,clúster-5,F
BARCELONA,5.000,1490369.360,749903.730,1139057.310,1185733.140,0,0,0,0,28.000,7,clúster-5,F
LA RIOJA,31.000,1797819.090,224059.170,864811.580,3451163.140,0,0,0,0,45.000,9,clúster-5,F
MALAGA,1.000,80119.040,186411.600,103389.090,104524.550,0,0,0,0,19.000,14,clúster-8,F
CORUÑA (A),2.000,148582.460,16576.140,70141.710,110228.150,0,0,0,0,23.000,7,clúster-7,F
SALAMANCA,4.000,323162.840,152064.190,52462.260,2388.870,0,0,0,0,24.000,3,clúster-6,F
MALAGA,2.000,658334.080,598499.030,-17451.030,3103.600,0,0,0,0,18.000,6,clúster-4,F
SEVILLA,8.000,2264229.720,363923.840,5084213.060,5432012.050,0,0,0,0,33.000,7,clúster-5,F
GIRONA,2.000,168593.880,52719.040,59024.210,19187.710,0,0,0,0,29.000,6,clúster-5,F
BARCELONA,98.000,13221743.000,7830338.000,4110678.000,6355125.000,0,0,0,0,33.000,3,clúster-5,F
MADRID,3351.000,150791000.000,53014000.000,-17118000.000,42811000.000,0,0,0,1,19.000,6,clúster-8,F
